key,description
DiscussWith1,"How likely are you to talk about your concerns or show that you are concerned with COVID19 with the following people? - Family (1=Not at all likely, 7=Very likely)"
DiscussWith2,"How likely are you to talk about your concerns or show that you are concerned with COVID19 with the following people? - Friends (1=Not at all likely, 7=Very likely)"
DiscussWith3,"How likely are you to talk about your concerns or show that you are concerned with COVID19 with the following people? - Coworkers (1=Not at all likely, 7=Very likely)"
DiscussWith4,"How likely are you to talk about your concerns or show that you are concerned with COVID19 with the following people? - Strangers (1=Not at all likely, 7=Very likely)"
PFINeighEmpathy,"When my neighborhood succeeds, I feel good. (1=Do not agree at all, 7=Strongly agree)"
PFINeigh2,"When my neighborhood fails, I feel bad (1=Do not agree at all, 7=Strongly agree)"
PFINeigh3,"I feel that my neighborhood's gain is my gain. (1=Do not agree at all, 7=Strongly agree)"
PFINeigh4,"What is good for my neighborhood is good for me. (1=Do not agree at all, 7=Strongly agree)"
PFINeigh5,"Honestly, I don't care whether my neighborhood thrives or not. (1=Do not agree at all, 7=Strongly agree)"
PFINeighSharedFate,"My neighborhood and I rise and fall together (1=Do not agree at all, 7=Strongly agree)"
CFINeigh1,"When something good happens to my neighborhood, that is (-3 = Very bad for me, 3 = Very good for me)"
CFINeigh2,"When something bad happens to my neighborhood, that is (-3 = Very bad for me, 3 = Very good for me)"
CFINeigh3,"When my neighborhood succeeds, I feel (-3 = Very bad for me, 3 = Very good for me)"
CFINeigh4,"When my neighborhood fails, I feel (-3 = Very bad for me, 3 = Very good for me)"
CFINeigh5,"My neighborhood's gain is (-3 = Very bad for me, 3 = Very good for me)"
CFINeigh6,"My neighborhood's loss is (-3 = Very bad for me, 3 = Very good for me)"
WillingnessNeigh1,"During a winter storm, someone from your neighborhood knocks on your door because their heating is out. How willing would you be to let them sleep in your living room for the night? (1=Not at all willing, 7=Very willing)"
WillingnessNeigh2,"Someone from your neighborhood has no water in their house. How willing would you be to fill their jugs with water from your tap? (1=Not at all willing, 7=Very willing)"
WillingnessNeigh,"Someone from your neighborhood is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week? (1=Not at all willing, 7=Very willing)"
WillingnessNeigh4,"How willing would you be to help someone from your neighborhood move boxes into their new apartment? (1=Not at all willing, 7=Very willing)"
RepayNeigh1,"How much repayment or compensation would you expect for helping someone from your neighborhood? (1=I would not expect any repayment or compensation, 7=I would expect equal repayment or compensation)"
NBTNeigh,"Helping someone from my neighborhood when they are in need is the right thing to do. (1=Strongly disagree, 7= Strongly agree)"
NBTNeigh2,"I get a strong urge to help when I see that someone from my neighborhood is upset. (1=Strongly disagree, 7= Strongly agree)"
PFICountry1,"When my country succeeds, I feel good. (1=Do not agree at all, 7=Strongly agree)"
PFICountry2,"When my country fails, I feel bad (1=Do not agree at all, 7=Strongly agree)"
PFICountry3,"I feel that my country's gain is my gain. (1=Do not agree at all, 7=Strongly agree)"
PFICountry4,"What is good for my country is good for me. (1=Do not agree at all, 7=Strongly agree)"
PFICountry5,"Honestly, I don't care whether my country thrives or not. (1=Do not agree at all, 7=Strongly agree)"
PFICountry6,"My country and I rise and fall together (1=Do not agree at all, 7=Strongly agree)"
CFICountry1,"When something good happens to my country, that is (-3 = Very bad for me, 3 = Very good for me)"
CFICountry2,"When something bad happens to my country, that is (-3 = Very bad for me, 3 = Very good for me)"
CFICountry3,"When my country succeeds, I feel (-3 = Very bad for me, 3 = Very good for me)"
CFICountry4,"When my country fails, I feel (-3 = Very bad for me, 3 = Very good for me)"
CFICountry5,"My country's gain is (-3 = Very bad for me, 3 = Very good for me)"
CFICountry6,"My country's loss is (-3 = Very bad for me, 3 = Very good for me)"
WillingnessCountry1,"During a winter storm, a displaced person who is a citizen of your own country knocks on your door because their heating is out. How willing would you be to let them sleep in your living room for the night? (1=Not at all willing, 7=Very willing)"
WillingnessCountry2,"A displaced person who is a citizen of your own country has no water in their house. How willing would you be to fill their jugs with water from your tap? (1=Not at all willing, 7=Very willing)"
WillingnessCountry3," A displaced person who is a citizen of your own country is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week? (1=Not at all willing, 7=Very willing)"
WillingnessCountry4,"How willing would you be to help a displaced person who is a citizen of your own country move boxes into their new apartment? (1=Not at all willing, 7=Very willing)"
RepayCountry1,"How much repayment or compensation would you expect for helping someone from a displaced person who is a citizen of your own country? (1=I would not expect any repayment or compensation, 7=I would expect equal repayment or compensation)"
NBTCommunity1,"Helping a displaced person who is a citizen of your own country when they are in need is the right thing to do. (1=Strongly disagree, 7=Strongly agree)"
NBTCommunity2,"I get a strong urge to help when I see that a displaced citizen from my own country is upset. (1=Strongly disagree, 7=Strongly agree)"
PFIHumanityEmpathy,"When all of humanity succeeds, I feel good. (1=Strongly disagree, 7=Strongly agree)"
PFIHumanity2,"When all of humanity fails, I feel bad (1=Strongly disagree, 7=Strongly agree)"
PFIHumanity3,"I feel that all of humanity's gain is my gain. (1=Strongly disagree, 7=Strongly agree)"
PFIHumanity4,"What is good for my all of humanity is good for me. (1=Strongly disagree, 7=Strongly agree)"
PFIHumanity5,"Honestly, I don't care whether all of humanity thrives or not. (1=Strongly disagree, 7=Strongly agree)"
PFIHumanitySharedFate,"All of humanity and I rise and fall together (1=Strongly disagree, 7=Strongly agree)"
CFIHumanity1,"When something good happens to all of humanity, that is (-3 = Very bad for me, 3 = Very good for me)"
CFIHumanity2,"When something bad happens to all of humanity, that is (-3 = Very bad for me, 3 = Very good for me)"
CFIHumanity3,"When all of humanity succeeds, I feel (-3 = Very bad for me, 3 = Very good for me)"
CFIHumanity4,"CFIHumanity - When all of humanity fails, I feel (-3 = Very bad for me, 3 = Very good for me)"
CFIHumanity5,"All of humanity's gain is (-3 = Very bad for me, 3 = Very good for me)"
CFIHumanity6,"All of humanity's loss is (-3 = Very bad for me, 3 = Very good for me)"
WillingnessHumanity1,"During a winter storm, a displaced person who is not a citizen of your own country knocks on your door because their heating is out. How willing would you be to let them sleep in your living room for the night? (1=Not at all willing, 7=Very willing)"
WillingnessHumanity2,"A displaced person who is not a citizen of your own country has no water in their house. How willing would you be to fill their jugs with water from your tap? (1=Not at all willing, 7=Very willing)"
WillingnessHumanity,"A displaced person who is not a citizen of your own country is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week? (1=Not at all willing, 7=Very willing)"
WillingnessHumanity4,"How willing would you be to help a displaced person who is not a citizen of your own country move boxes into their new apartment? (1=Not at all willing, 7=Very willing)"
RepayHumanity1,"How much repayment or compensation would you expect for helping someone from a displaced person who is not a citizen of your own country? (1=I would not expect any repayment or compensation, 7= I would expect equal repayment or compensation)"
NBTHumanity,"Helping a displaced person who is not a citizen of your own country when they are in need is the right thing to do. (1=Strongly disagree, 7= Strongly agree)"
NBTHumanity2,"I get a strong urge to help when I see that a displaced citizen who is not from my own country is upset. (1=Strongly disagree, 7= Strongly agree)"
PrepTimeCovidnotCOVID,"Since you learned about COVID19, how much effort (time, energy, money) have you put into these preparations? Spent time on things NOT RELATED to the COVID19 (% of your time)"
PrepTimeCovidtracking,"Since you learned about COVID19, how much effort (time, energy, money) have you put into these preparations?  (% of your time)"
PrepTimeCovidtalking,"Since you learned about COVID19, how much effort (time, energy, money) have you put into these preparations? Spent time talking, texting, etc., with family, friends, and coworkers about COVID19 and how to prepare for it (% of your time)"
PrepTimeCovidnewrelationships,"Since you learned about COVID19, how much effort (time, energy, money) have you put into these preparations? Spent time trying to develop new relationships, or improving existing relationships, with family, friends, neighbors, coworkers, church congregation members, etc. (% of your time)"
PrepTimeCovidmedical,"Since you learned about COVID19, how much effort (time, energy, money) have you put into these preparations? Spent time stocking up on medical supplies such as medications (% of your time)"
PrepTimeCovidfood,"Since you learned about COVID19, how much effort (time, energy, money) have you put into these preparations? Spent time stocking up on food (% of your time)"
PrepTimeCovidwater,"Since you learned about COVID19, how much effort (time, energy, money) have you put into these preparations? Spent time stocking up on water or prepa ring in case the water supply fails (% of your time)"
PrepTimeCovidpower,"Since you learned about COVID19, how much effort (time, energy, money) have you put into these preparations? Spent time buying supplies in case there is a loss of power from the electrical grid (I.e., buying solar power, generators, batteries) (% of your time)"
PrepTimeCovidhomedefense,"Spent time buying supplies for home defense (I.e., guns, ammo, door locks, security systems) (% of your time)"
PrepTimeCovidfinancial,"Spent time planning for the possible impact on your business, career, investments, pension, home equity, etc.? (% of your time)"
PrepTimeCovidbarter,Spent time stocking up on physical goods that you could trade or barter if things get bad? (% of your time)
PrepTimeCovidother,Spent time on anything else related to preparing for COVID19? (% of your time)
PrepCOVIDPoliticalLeaders,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - National political leaders (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDLocalGov,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - Local or city government (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDNationalHealthcare,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - National healthcare system (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDLocalHealthcare,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - Local healthcare system (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDNationalMedia,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - National media (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDLocalMedia,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - Local media (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDAirline,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - Airline transport system (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDEmployer,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - Your employer (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDExtendedFamily,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - Your extended family (grandparents, parents, aunts, uncles, cousins, in-laws, etc.) (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDSigOther,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - Your significant other (boyfriend, girlfriend, wife, husband) (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDParents,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - Your parents (1=Very bad, 5=Neutral, 10=Excelent)"
PrepCOVIDSiblings,"In preparing for and managing COVID19, how good of a job do you think the following individuals are doing: - Your siblings (brothers, sisters, etc.) (1=Very bad, 5=Neutral, 10=Excelent)"
Howmuch,How much money have you spent on preparations for COVID19?
currency,"What type of currency was this? (1=USD, 2=EUR, 3=JPY, 4=GBP, 5=AUD, 6=CAD, 7=CHF, 8=CNH, 9=SEK, 10=NZD)"
CloseFriendPFIEmpathyComposite,
AcqPFIEmpathyComposite,
NeighborPFIEmpathyComposite,
CountryPFIEmpathyComposite,
HumanityPFIEmpathyComposite,
CloseFriendPFISharedFAteComposite,
AcqPFISharedFAteComposite,
NeighborPFISharedFAteComposite,
CountryPFISharedFAteComposite,
HumanityPFISharedFAteComposite,
PSScomposite,
AnxietyComposite,
WillingnessNeighborComposite,
WillingnessCountryComposite,
WillingnessHumanityComposite,
PerceptionRiskComposite,
PerceptionManagementComposite,
CFICloseFriendComposite,
CFIAcqComposite,
CFINeighborComposite,
CFICountryComposite,
CFIHumanityComposite,
DiseaseAvoidanceComposite,
NBTNeighborComposite,
NBTHumanityComposite,
NBTCountryComposite,
TemporalDiscounting,"If you found $100 tomorrow, how likely would you be to use it to go out to dinner? (1=Not at all likely, 7= Very likely)"
FutureWorld1,"How much are you thinking about climate change and other global sustainability that will have an impact on the world in the next 10-20 years? (1=Not at all, 7=A lot)"
FutureWorld,"How much are you thinking about climate change and other global sustainability issues that will have an impact on the world in the next 10-20 years? (1=Not at all, 7=A lot)"
SocialDistnacing1,"To what extent are you avoiding gathering in public places? (1=Not avoiding/cancelling anything, 7= Actively avoiding/canceling as much as possible)"
SocialDistnacing2," To what extent are you canceling meetings and get-togethers? (1=Not avoiding/cancelling anything, 7= Actively avoiding/canceling as much as possible)"
Back2Normal,"When do you think life will get back to normal? (1=Two months, 4= Four months, 5=Six months, 6=Nine months, 7=1 year, 8= 1.5 years, 9=2 years, 10=More than 2 years, 11=Never)"
MateSeekingComposite,
SocialDistanceComposite,
Isolate1,"I can have a significant impact on limiting the spread of the virus by isolating myself at home and washing my hands frequently. (1=Strongly disagree, 7=Strongly agree)"
Isolate2,"I can significantly reduce my risk of becoming infected by the virus by isolating myself at home and washing my hands frequently. (1=Strongly disagree, 7=Strongly agree)"
Isolate3,"Most people in my community are isolating themselves in their homes. (1=Strongly disagree, 7=Strongly agree)"
Altruistic,"What is more altruistic at this time? (1=Staying at home, 4=Not sure, 7=Bringing a meal to a neighbor)"
Altruistic.recode,What is more altruistic at this time? (changing to 3 options)
HoursworkedOutside,"In the last seven days, how many hours have you worked outside your home (in paid employment)? Numbers only."
HoursWorkHome,"In the last 7 days, how many hours in total have you worked from home (in any way that brings in income or builds your career)? Numbers only."
HoursSpentOthers,"In the last 7 days, how many hours have you spent in places with many other people, such as in schools, stores, or public transport? Numbers only."
HoursInContact,"In the last 7 days, how many hours have you spent in contact with friends or family through phone calls, video chat, texting, or writing/reading emails? Numbers only."
HoursVolunteer,
MoneyDonated,"In the last 7 days, how much money have you contributed to charities that try to help people affected by the pandemic? Numbers only."
aidindividuals,"If my government gives emergency aid to people during this pandemic, what percentage of the aid should go to: - Individuals"
aidsmallbusiness,"If my government gives emergency aid to people during this pandemic, what percentage of the aid should go to: - Small businesses that employ a few people each"
aidlargebusiness,"If my government gives emergency aid to people during this pandemic, what percentage of the aid should go to: - Large businesses that employ many people each"
aidbanks,"If my government gives emergency aid to people during this pandemic, what percentage of the aid should go to: - banks that can loan money to people & businesses"
aidgovernment,"If my government gives emergency aid to people during this pandemic, what percentage of the aid should go to: - State & local governments"
MostImportant,"What do you think is the most important thing to do right now? (1=Reduce the global spread of the virus, 2=Reduce the spread of the virus within my country, 3=Save lives of older people who get sick, 4=Save jobs and businesses disrupted by the pandemic, 5=Help families that have lost jobs and income )"
discounting,"If you could get $1000 from the government in a week or $2000 in the government in a month, which would you prefer? (1=Very strongly prefer $1000 in a week, 4=No preference, 2=Very strongly prefer $2000 in a month)"
RiskManagementcomposite,
discounting.recode,"If you could get $1000 from the government in a week or $2000 in the government in a month, which would you prefer? (changing to 3 options)"
StartedPreparing,"Have you started preparing for the Pandemic? (0=No, 1=Yes)"
WeeksAgoPrepare,How many weeks ago did you start preparing for the COVID19 pandemic?
ContractedCovid,"Have you contracted COVID-19?( 1=No, 2=Maybe, 3=Yes)"
WeeksSinceCovid,If yes or maybe how many weeks ago did you contract COVID-19?
TestedCovid,"If yes or maybe have you tested positive? (1=No, 2=Haven't been tested, 3=Yes)"
KnowSomeoneInfected,"Do you personally know of someone who has contracted COVID-19? (1=No, 2=Not sure, 3=Yes)"
HowManyInfected,"If yes or not sure, how many people do you personally know who have been diagnosed by a physician or tested positive for COVID-19? Please enter a whole number."
CouldInfect,"If I get sick with COVID-19, I could infect people who are more vulnerable than me (e.g., elderly people, hospital patients). (1=Disagree completely, 7=Agree completely)"
Askingforhelp1,"How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for money (1=Not at all likely, 7=Extremely likely)"
Askingforhelp2,"How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for up to date information (1=Not at all likely, 7=Extremely likely)"
Askingforhelp3,"How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for food supplies (1=Not at all likely, 7=Extremely likely)"
Askingforhelp4,"How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for medical advice (1=Not at all likely, 7=Extremely likely)"
Askingforhelp5,"How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for medical care (1=Not at all likely, 7=Extremely likely)"
Askingforhelp6,"How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for help with childcare (1=Not at all likely, 7=Extremely likely)"
Askingforhelp7,"How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for emotional or psychological support (1=Not at all likely, 7=Extremely likely)"
Givinghelp1,"How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping by sending money (1=Not at all likely, 7=Extremely likely)"
Givinghelp2,"How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping by giving up to date information (1=Not at all likely, 7=Extremely likely)"
Givinghelp3,"How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping by giving food supplies (1=Not at all likely, 7=Extremely likely)"
Givinghelp4,"How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping with medical advice (1=Not at all likely, 7=Extremely likely)"
Givinghelp5,"How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping with medical care (1=Not at all likely, 7=Extremely likely)"
Givinghelp6,"How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping with childcare (1=Not at all likely, 7=Extremely likely)"
Givinghelp7,"How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping by giving emotional or psychological support (1=Not at all likely, 7=Extremely likely)"
MaskAttitudes1,"I wear a face mask when going out in public to keep myself from getting sick (1=Strongly disagree, 7=Strongly agree)"
MaskAttitudes2,"Seeing people in public wearing face masks makes me feel safe (1=Strongly disagree, 7=Strongly agree)"
MaskAttitudes3,"Seeing people in public wearing face masks makes me feel anxious (1=Strongly disagree, 7=Strongly agree)"
MaskAttitudes4,"Wearing a face mask when going out in public is the right thing to do (1=Strongly disagree, 7=Strongly agree)"
MaskAttitudes5,"I wear a face mask when going out in public to prevent others from getting sick in case I may be infected but dont know it yet (1=Strongly disagree, 7=Strongly agree)"
WearMask,"Are you more or less likely to wear a mask in public than you were 2 weeks ago? (1=A lot less likely, 5=A lot more likely)"
NeighborMasks,"Do you see people in your neighborhood wearing masks more or less now compared to 2 weeks ago? (1=A lot less mask wearing in my neighborhood, 5=A lot more mask wearing in my neighborhood)"
SafetyProtests,"How concerned are you about your own safety or the safety of your family given the current protests/political unrest in your country related to the death of George Floyd? (1=Not at all, 7=Very much)"
MoneyProtests,"In the last several weeks, how much money have you donated to help the recent protests/demonstrations or causes/organizations related to the death of George Floyd?"
ParticipatedProtests,"Have you participated in protests/demonstrations related to the death of George Floyd in the last several weeks? (1=No, 2=Yes)"
LikelyToProtests,"How likely are you to participate in protests/demonstrations related to the death of George Floyd? (1=Not at all, 7=Very Likely)"
COVIDaffectProtest,"How much has COVID-19 affected your decision to participate or not in protests/demonstrations related to the death of George Floyd? (1=Not at all, 7=It's a big factor)"
RiskProtests1,"I am likely to ask parents or friends for help dealing with the current political unrest/protests. (1=Do not agree at all, 7=Strongly agree)"
RiskProtests2,"I have been stocking up on supplies so that I am prepared to keep myself safe during the current political unrest/protests. (1=Do not agree at all, 7=Strongly agree)"
